en_text,pl_text,bielik_translation_0.0,bielik_translation_0.1,bielik_translation_0.2,bielik_translation_0.3,bielik_translation_0.4,bielik_translation_0.5,bielik_translation_0.6,bielik_translation_0.7,bielik_translation_0.8,bielik_translation_0.9,bielik_translation_1.0,chrf_bielik_translation_0.0,bleu_bielik_translation_0.0,bertscore_bielik_translation_0.0,comet_bielik_translation_0.0,chrf_bielik_translation_0.1,bleu_bielik_translation_0.1,bertscore_bielik_translation_0.1,comet_bielik_translation_0.1,chrf_bielik_translation_0.2,bleu_bielik_translation_0.2,bertscore_bielik_translation_0.2,comet_bielik_translation_0.2,chrf_bielik_translation_0.3,bleu_bielik_translation_0.3,bertscore_bielik_translation_0.3,comet_bielik_translation_0.3,chrf_bielik_translation_0.4,bleu_bielik_translation_0.4,bertscore_bielik_translation_0.4,comet_bielik_translation_0.4,chrf_bielik_translation_0.5,bleu_bielik_translation_0.5,bertscore_bielik_translation_0.5,comet_bielik_translation_0.5,chrf_bielik_translation_0.6,bleu_bielik_translation_0.6,bertscore_bielik_translation_0.6,comet_bielik_translation_0.6,chrf_bielik_translation_0.7,bleu_bielik_translation_0.7,bertscore_bielik_translation_0.7,comet_bielik_translation_0.7,chrf_bielik_translation_0.8,bleu_bielik_translation_0.8,bertscore_bielik_translation_0.8,comet_bielik_translation_0.8,chrf_bielik_translation_0.9,bleu_bielik_translation_0.9,bertscore_bielik_translation_0.9,comet_bielik_translation_0.9,chrf_bielik_translation_1.0,bleu_bielik_translation_1.0,bertscore_bielik_translation_1.0,comet_bielik_translation_1.0
Mhm. Guess I gotta investigate…,Mhm. A więc śledztwo...,Mhm. So the investigation...,Mhm. So the investigation...,Mhm. So the investigation...,Mhm. So the investigation...,Mhm. So the investigation...,Mhm. So the investigation...,Mhm. So the investigation...,Mhm. So the investigation...,Mhm. So the investigation...,Mhm. So the investigation...,Hmm. So the investigation...,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878949403762817,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878949403762817,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878949403762817,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878949403762817,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878949403762817,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878949403762817,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878942251205444,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878949403762817,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878942251205444,0.3950133800560514,0.06257106818159155,0.7221677899360657,0.6878942251205444,0.35543091660708576,0.0,0.6974132061004639,0.6632229089736938
Elemental Empires - by Gianbattista.,"„Mocarstwa żywiołów”, Gianbattista.","""The Powers of the Elements, Gianbattista.""","""The Powers of the Elements, Gianbattista.""","""Master of Elements,"" Gianbattista.","""The Powers of the Elements,"" Gianbattista.","""Master of Elements,"" Gianbattista.","""The Powers of the Elements, Gianbattista.""","""Master of Elements,"" Gianbattista.","""The Powers of the Elements, Gianbattista.""","""The Powers of the Elements, Gianbattista.""","""The Powers of the Elements, Gianbattista.""","""The Powers of the Elements, Gianbattista.""",0.5088149626139603,0.0,0.7774478197097778,0.7150654196739197,0.5088149626139603,0.0,0.7774478197097778,0.7150654196739197,0.5242798190425183,0.06257106818159155,0.835603654384613,0.5804124474525452,0.5088149626139603,0.040824829046386304,0.8309008479118347,0.6263799667358398,0.5242798190425183,0.06257106818159155,0.835603654384613,0.5804124474525452,0.5088149626139603,0.0,0.7774478197097778,0.7150654196739197,0.5242798190425183,0.06257106818159155,0.835603654384613,0.5804124474525452,0.5088149626139603,0.0,0.7774478197097778,0.7150654196739197,0.5088149626139603,0.0,0.7774478197097778,0.7150654196739197,0.5088149626139603,0.0,0.7774478197097778,0.7150654196739197,0.5088149626139603,0.0,0.7774478197097778,0.7150654196739197
"Swords, eh? Have it your way.",Na miecze? Jak chcesz.,With swords? As you want.,With swords? As you want.,With swords? As you want.,With swords? As you want.,With swords? As you want.,With swords? As you want.,With swords? As you want.,With swords? As you want.,With swords? As you want.,For swords? As you want.,With swords? Whichever way you want.,0.21950764598946546,0.0,0.7555882930755615,0.6746147274971008,0.21950764598946546,0.0,0.7555882930755615,0.6746147274971008,0.21950764598946546,0.0,0.7555882930755615,0.6746147274971008,0.21950764598946546,0.0,0.7555882930755615,0.6746147274971008,0.21950764598946546,0.0,0.7555882930755615,0.6746147274971008,0.21950764598946546,0.0,0.7555882930755615,0.6746147274971008,0.21950764598946546,0.0,0.7555882930755615,0.6746147274971008,0.21950764598946546,0.0,0.7555882930755615,0.6746147274971008,0.21950764598946546,0.0,0.7555882930755615,0.6746147274971008,0.20604130404110235,0.0,0.7568166851997375,0.632992148399353,0.2942021095889688,0.0,0.7378547787666321,0.7054826617240906
"Who, then?",To kto?,Who to?,Who to?,Who to?,Who to?,Who is it to?,Who to?,Who is it to?,Who to?,Who to?,Who is it to?,Who is it to?,0.16395110579361744,0.0,0.8470208048820496,0.7868777513504028,0.16395110579361744,0.0,0.8470208048820496,0.7868777513504028,0.16395110579361744,0.0,0.8470208048820496,0.7868777513504028,0.16395110579361744,0.0,0.8470208048820496,0.7868777513504028,0.15620153335333312,0.0,0.7787249088287354,0.6657179594039917,0.16395110579361744,0.0,0.8470208048820496,0.7868777513504028,0.15620153335333312,0.0,0.7787249088287354,0.6657179594039917,0.16395110579361744,0.0,0.8470208048820496,0.7868777513504028,0.16395110579361744,0.0,0.8470208048820496,0.7868777513504028,0.15620153335333312,0.0,0.7787249088287354,0.6657179594039917,0.15620153335333312,0.0,0.7787249088287354,0.6657179594039917
"Greetings, White One.","Witaj, białowłosy.","Hello, white-haired one.","Hello, white-haired one.","Hello, white-haired one.","Hello, white-haired one.","Hello, white-haired one.","Hello, white-haired one.","Hello, white-haired one.","Hello, fair-haired one.","Hello, white-haired one.","Hello, white-haired one.","Hello, white-haired one.",0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128,0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128,0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128,0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128,0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128,0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128,0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128,0.12396800550870324,0.0,0.6557786464691162,0.6054355502128601,0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128,0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128,0.19739843472765262,0.0,0.6572379469871521,0.6965815424919128
"Got back your stolen horn - and I, uh, killed the thieves.",Odzyskałem skradziony róg – i zabiłem złodziei.,I retrieved the stolen horn - and killed the thieves.,I retrieved the stolen horn - and killed the thieves.,I retrieved the stolen horn - and killed the thieves.,I retrieved the stolen horn - and killed the thieves.,I retrieved the stolen horn - and killed the thieves.,I retrieved the stolen horn - and killed the thieves.,I recovered the stolen horn - and killed the thieves.,I regained the stolen horn - and killed the thieves.,I regained the stolen horn - and killed the thieves.,I retail the stolen horn - and killed the thieves.,I retrieved the stolen horn - and killed the thieves.,0.6003976677061467,0.31105042156452656,0.8694926500320435,0.8125715851783752,0.6003976677061467,0.31105042156452656,0.8694926500320435,0.8125715851783752,0.6003976677061467,0.31105042156452656,0.8694926500320435,0.8125715851783752,0.6003976677061467,0.31105042156452656,0.8694926500320435,0.8125715851783752,0.6003976677061467,0.31105042156452656,0.8694926500320435,0.8125715851783752,0.6003976677061467,0.31105042156452656,0.8694926500320435,0.8125715851783752,0.6075354264499012,0.31105042156452656,0.8586316108703613,0.8511703014373779,0.6053310930080179,0.31105042156452656,0.8545993566513062,0.8604903221130371,0.6053310930080179,0.31105042156452656,0.8545993566513062,0.8604903221130371,0.6080787950428557,0.31105042156452656,0.8617962598800659,0.7095314860343933,0.6003976677061467,0.31105042156452656,0.8694926500320435,0.8125715851783752
The guest room. Come.,Chodźmy do pokoju gościnnego.,Let's go to the guest room.,Let's go to the guest room.,Let's go to the guest room.,Let's go to the guest room.,Let's go to the guest room.,Let's go to the guest room.,Let's go to the guest room.,Let's go to the guest room.,Let's go to the guest room.,Let's go to the guest room.,Let's go to the guest room.,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482,0.6108614617494961,0.08633400213704504,0.794981062412262,0.7470309734344482
"Enter. Jarl's still speakin' to his seer, but they should finish soon.",Wejdź. Jarl rozmawia jeszcze z wróżem. Zaraz powinien skończyć.,Enter. Jarl is still talking with the seer. He should finish soon.,Enter. Jarl is still talking with the seer. He should finish soon.,Enter. Jarl is still talking with the seer. He should finish soon.,Enter. Jarl is still talking with the seer. He should finish soon.,Enter. Jarl is still talking with the seer. He should finish soon.,Enter. Jarl is still talking with the seer. He should finish soon.,Enter. Jarl is still talking with the seer. He should finish soon.,Enter. Jarl is still talking with the seer. He should finish soon.,Enter. Jarl is still talking with the seer. He should finish soon.,Enter. The jarl is still talking to the seer. He should finish soon.,Enter. Jarl is still talking with the seer. He should finish soon.,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917,0.4893296915626213,0.09144626892372869,0.8283287286758423,0.8060118556022644,0.5385578815445821,0.09578464408619825,0.8691549897193909,0.8670119047164917
Save me!,Ratunku!,Help!,Help!,Help!,Help!,Help!,Help!,Help!,Help!,Help!,Help!,Help!,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261,0.04901960784313735,0.0,0.8321638107299805,0.8324621915817261
We learned something about Ciri.,Dowiedzieliśmy się czegoś o Ciri.,We learned something about Ciri.,We learned something about Ciri.,We learned something about Ciri.,We learned something about Ciri.,We learned something about Ciri.,We learned something about Ciri.,We learned something about Ciri.,We learned something about Ciri.,We learned something about Ciri.,We learned something about Ciri.,We learned something about Ciri.,1.0,1.0,0.9999998807907104,0.981107771396637,1.0,1.0,0.9999998807907104,0.981107771396637,1.0,1.0,0.9999998807907104,0.981107771396637,1.0,1.0,0.9999998807907104,0.981107771396637,1.0,1.0,0.9999998807907104,0.981107771396637,1.0,1.0,0.9999998807907104,0.981107771396637,1.0,1.0,0.9999998807907104,0.981107771396637,1.0,1.0,0.9999998807907104,0.9811075329780579,1.0,1.0,0.9999998807907104,0.981107771396637,1.0,1.0,0.9999998807907104,0.981107771396637,1.0,1.0,0.9999998807907104,0.981107771396637
We're gonna choke and die.,A mogliśmy zostać na uczcie.,And we could have stayed at the feast.,And we could have stayed at the feast.,And we could have stayed at the feast.,And we could have stayed at the feast.,And we could have stayed at the feast.,And we could have stayed at the feast.,And we could have stayed at the feast.,And we could have stayed at the feast.,And we could have stayed at the feast.,And we could have stayed at the feast.,And we could have stayed at the feast.,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756,0.10983496507214886,0.0,0.7046599388122559,0.42548003792762756
